ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000402.SZ,20210302,6.13,6.2,6.09,6.12,6.1,0.02,0.3279,100945.83,61887.077
000402.SZ,20210301,6.09,6.16,6.08,6.1,6.07,0.03,0.4942,72764.57,44496.594
000402.SZ,20210226,6.19,6.26,6.07,6.07,6.26,-0.19,-3.0351,127289.43,78378.5
000402.SZ,20210225,6.14,6.4,6.11,6.26,6.1,0.16,2.623,246847.05,155074.235
000402.SZ,20210224,6.09,6.16,6.03,6.1,6.06,0.04,0.6601,72762.54,44451.909
000402.SZ,20210223,6.08,6.14,6.03,6.06,6.1,-0.04,-0.6557,54446.61,33099.268
000402.SZ,20210222,6.02,6.19,6.01,6.1,6.05,0.05,0.8264,107146.13,65585.902
000402.SZ,20210219,5.86,6.06,5.84,6.05,5.88,0.17,2.8912,134647.14,80273.279
000402.SZ,20210218,5.88,5.9,5.83,5.88,5.84,0.04,0.6849,144538.53,84617.802
000402.SZ,20210210,5.88,5.9,5.83,5.84,5.86,-0.02,-0.3413,44536.1,26111.444
000402.SZ,20210209,5.88,5.89,5.81,5.86,5.91,-0.05,-0.846,60208.54,35201.966
000402.SZ,20210208,5.92,6.0,5.85,5.91,5.87,0.04,0.6814,59414.28,35123.634
000402.SZ,20210205,5.82,5.92,5.82,5.87,5.83,0.04,0.6861,40193.69,23619.44
000402.SZ,20210204,5.82,5.91,5.8,5.83,5.88,-0.05,-0.8503,44734.25,26164.486
000402.SZ,20210203,5.96,5.96,5.85,5.88,5.96,-0.08,-1.3423,47673.58,28041.545
000402.SZ,20210202,6.04,6.09,5.93,5.96,6.06,-0.1,-1.6502,61825.17,37094.788
000402.SZ,20210201,6.06,6.11,6.01,6.06,6.04,0.02,0.3311,40783.41,24706.199
000402.SZ,20210129,6.1,6.17,6.03,6.04,6.1,-0.06,-0.9836,41587.74,25325.978
000402.SZ,20210128,6.12,6.14,6.03,6.1,6.11,-0.01,-0.1637,46802.91,28445.448
000402.SZ,20210127,6.11,6.21,6.1,6.11,6.14,-0.03,-0.4886,37998.38,23357.499
000402.SZ,20210126,6.1,6.17,6.1,6.14,6.13,0.01,0.1631,33652.95,20656.897
000402.SZ,20210125,6.2,6.23,6.11,6.13,6.2,-0.07,-1.129,50077.83,30726.846
000402.SZ,20210122,6.25,6.29,6.19,6.2,6.28,-0.08,-1.2739,49761.52,30943.719
000402.SZ,20210121,6.3,6.33,6.26,6.28,6.32,-0.04,-0.6329,42928.51,27013.336
000402.SZ,20210120,6.35,6.39,6.29,6.32,6.35,-0.03,-0.4724,46486.54,29359.279
000402.SZ,20210119,6.27,6.43,6.2,6.35,6.27,0.08,1.2759,105144.72,66631.564
000402.SZ,20210118,6.27,6.32,6.24,6.27,6.27,0.0,0.0,62535.12,39233.683
000402.SZ,20210115,6.27,6.33,6.25,6.27,6.24,0.03,0.4808,51910.2,32642.62
000402.SZ,20210114,6.19,6.3,6.18,6.24,6.2,0.04,0.6452,57191.49,35700.381
000402.SZ,20210113,6.18,6.2,6.12,6.2,6.21,-0.01,-0.161,56199.88,34657.181
000402.SZ,20210112,6.21,6.28,6.17,6.21,6.2,0.01,0.1613,54986.08,34158.383
000402.SZ,20210111,6.25,6.28,6.19,6.2,6.29,-0.09,-1.4308,58078.51,36166.735
000402.SZ,20210108,6.22,6.32,6.19,6.29,6.21,0.08,1.2882,59667.37,37334.222
000402.SZ,20210107,6.36,6.36,6.19,6.21,6.33,-0.12,-1.8957,69096.96,43300.597
000402.SZ,20210106,6.36,6.37,6.32,6.33,6.36,-0.03,-0.4717,42555.13,27000.113
000402.SZ,20210105,6.38,6.39,6.3,6.36,6.44,-0.08,-1.2422,86147.15,54631.136
000402.SZ,20210104,6.45,6.62,6.36,6.44,6.45,-0.01,-0.155,134931.69,87026.936
